tonie_id,title,figure,description,runtime,age_recommendation,image
28,Peter Pan und 4 weitere Klassiker,Lieblings-Klassiker,"Eines Nachts bekommen Wendy und ihre Brüder Besuch: Ein Junge namens Peter Pan und eine kleine Elfe tauchen in ihrem Zimmer auf. Die beiden zeigen ihnen, wie man fliegt und nehmen sie mit nach Nimmerland – einen Ort, wo es Meerjungfrauen, Indianer und echte Piraten gibt. „Peter Pan“ und 4 weitere Klassiker neuerzählt für kleine Zuhörer. ",ca. 61 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0177-98-0550-b-hiO17Np4.png"
29,Ein Entdeckerflug durch die Musikwelt,Eule findet den Beat,"Die kleine Eule, ein echter Musikale, lebt in einem Wald am Rande der Stadt. Wie viele Kinder kann sie sich gar nicht vorstellen, wie unermesslich vielfältig die Welt ist. Als sie eines Abends durch eine wunderschöne Melodie geweckt wird, steht sie am Beginn einer zauberhaften Musikreise ...",ca. 91 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0104-98-0326-b-7C2ZQTZ6.png"
30,"Oh, wie schön ist Panama",Janosch,"Der kleine Bär fischte eine Kiste aus dem Wasser, schnupperte daran und sagte: „Oooh, Bananen!“ Die Kiste roch nämlich nach Bananen. Und was stand auf der Kiste geschrieben? „Pa-na-ma“, las der kleine Bär ... „Die Kiste kommt aus Panama. Oh, Panama ist das Land meiner Träume ...“",ca. 55 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0001-98-0053-b-turiiCTi.png"
31,Der Kleine Prinz,Der kleine Prinz,"Der Kleine Prinz hat seinem Planeten mit den Affenbrotbäumen, den drei Vulkanen und der selbstgefälligen Rose den Rücken gekehrt und ist nun auf der Suche nach einem Freund. Da begegnet er einem Piloten, der inmitten der wüste notlanden musste ...",ca. 106 Minuten,Ab 8 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0082-b-XrRX3opY.png"
32,Hörspiel zur TV-Serie 02,Der kleine Drache Kokosnuss,"Vier neue Abenteuer mit dem kleinen Drachen Kokosnuss und seinen Freunden Fressdrache Oskar und Stachelschwein Matilda: Warum macht der Fressdrachen-Chef Oskars Mutter Adele auf einmal schöne Augen? Wird es Kokosnuss gelingen, seine Flügel für die nächste Flugprüfung stark zu machen? Wer klaut das Essen aus dem Vorratsraum von Kokosnuss’ Familie? Und wird Opa Jörgens größter Wunsch wahr?",ca. 60 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0044-98-0120-b-NYnKqZrH.png"
33,Hörspiel zur TV-Serie 03,Der kleine Drache Kokosnuss,"Ein mächtiger Vulkandrache, der die Insel erschüttert, ein zauberhafter Wunschpilz, der jedem wie die Lieblingsspeise schmeckt, und ein Strandballturnier gegen die eingebildeten Obstschwestern – Kokosnuss und seine Freunde gehen zusammen durch dick und dünn. Als Oskar verzweifelt, weil sein Kälbchen Steaky einfach nicht auf ihn hören will, hat Kokosnuss die Lösung parat: Feuergras!",ca. 60 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0053-98-0129-b-TpXo0Lqb.png"
34,Der Schatz der Teufelsinsel,Die Playmos,"Der große Pirat Barbarossa hat das Dorf Tortilla Bay geplündert. Die Playmos versprechen zu helfen. Heimlich gelangen sie auf sein Piratenschiff und erfahren, wo Barbarossa seine Schätze versteckt hält. Gemeinsam mit dem Dorfjungen Tomba machen sie sich auf, das Rätsel zu lösen ...",ca. 50 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/05-0001-99-0443-b-Q5QayTN7.png"
35,Das Gelbe von Drei,Deine Freunde,"Dieser großartige Tonie macht nicht nur optisch was her, sondern bringt euch auch ein exklusives Best-Of der drei Freunde Florian Sump, Markus Pauli und Lukas Nimscheck auf die Toniebox. Die coolste Kinderband der Welt wurde bereits mit dem Hamburger Musikpreis HANS ausgezeichnet und wir haben uns die perfektesten Leckerbissen aller Studioalben herausgepickt, um euch diesen tollen Tonie zu präsentieren.",ca. 55 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0125-98-0347-b-fFy5FDPN.png"
36,Der Affe ist los,Bibi Blocksberg,"Bibi hat für ihre Hausaufgaben das Äffchen Chitta zu den Blocksbergs gehext. Für den Rückhexspruch benötigt sie jedoch ein bestimmtes Hexkraut. Und da sie für die Suche danach gerade keine Zeit hat, bleibt Chitta erstmal da. Das hat chaotische Folgen, vor allem, weil Chitta einen Gelb-Tick hat und nichts in dieser Farbe sicher vor ihr ist.",ca. 44 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0111-98-0335-b-4cPpMOlh.png"
37,Die große Hexenparty,Bibi Blocksberg,Ein neues hexisches Zeitalter bricht an! Für das Begrüßungsritual auf der großen Hexenparty muss die uralte Gruftia vier hexische Steine aus der ganzen Welt einsammeln. Doch Gruftia erkrankt. Bibi muss überraschend für sie einspringen. Und keine andere Hexe darf ihr helfen. Also soll ihr Vater Bernhard mitfliegen. Eine abenteuerliche Reise beginnt!,ca. 77 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0030-98-0105-b-RdNqqFbV.png"
38,Die Wildpferde – Teil 2,Bibi & Tina,"Was für ein Chaos! Alle Wildpferde sind ausgebrochen. Doch das ist kein Wunder, denn der Graf hatte die Herde auf einer viel zu kleinen Koppel untergebracht. Gemeinsam gelingt es Bibi, Tina, Alex und Mikosch, die Pferde inzufangen. Wirklich ein super Team! Könnte „der beste Reiter der Puszta“ nicht für immer in Falkenstein bleiben?",ca. 43 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0037-98-0113-b-T-BqhtEY.png"
39,Ein Törööö für alle Fälle,Benjamin Blümchen,"Benjamin wird frühmorgens von Neustadts rasender Reporterin Karla Kolumna geweckt. Freudig erklärt sie, dass sie ihn für eine Reportage begleiten wird. Sie möchte darüber berichten, was er eigentlich den ganzen Tag lang so macht. Als Otto dazukommt, geht es auch schon los mit drei tollen Abenteuern und ganz vielen Törööös.",ca. 61 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0063-98-0140-b-sIMC5DNS.png"
40,Alles erlaubt?,Der kleine Rabe Socke,"Ab und zu benimmt der kleine Rabe sich etwas daneben. Nun steht sein Geburtstag bevor, und um überhaupt Geschenke zu bekommen, soll er von heute auf morgen brav werden. Wie soll das denn gehen? Da ist guter Rat teuer, denn auch seine Freunde wissen alle nicht so genau, wie das funktioniert mit dem Bravsein.In „Alles Urlaub!“ lernt der kleine Rabe Socke alles über das Verreisen.",ca. 40 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0005-98-0057-b-lHtpTXe5.png"
41,Hörspiel zur TV-Serie 01,Der kleine Drache Kokosnuss,"Der kleine Drache Kokosnuss erobert nun auch die Toniebox! Die drei besten Freunde, der kleine Feuerdrache Kokosnuss, Fressdrache Oskar und Stachelschwein Matilda, sind Außenseiter auf der Dracheninsel und haben es nicht immer leicht, sich unter all den großen Drachen zu behaupten. Doch gemeinsam bestehen sie jedes Abenteuer und führen die unterschiedlichen Drachenarten zusammen.",ca. 56 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0023-b-zxxpVjnn.png"
42,Die Wildpferde – Teil 1,Bibi & Tina,"Bibi und Tina überzeugen den Grafen, einem verarmten Gestüt in Ungarn zu helfen, indem er dort einige Wildpferde kauft. Die beiden Mädchen dürfen sie mit dem Zug abholen. Der alte Janosch ist froh über die Hilfe für das Gestüt. Doch Mikosch, der Reiterjunge, will die Pferde nicht hergeben, schon gar nicht „seinen“ Baboschko!",ca. 44 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0036-98-0112-b-NMfRYDab.png"
43,Tinkerbell,Disney,"Jedes Mal, wenn ein Baby zum ersten Mal lacht, wird eine Fee geboren.Sogleich macht sie sich auf die lange Reise nach Nimmerland, wo all die Feen und Elfen leben. Jedes dieser geheimnisvollen Wesen hat eine besondere Gabe. Tierfeen sprechen mit den Tieren, Lichterfeen bringen das Licht in die Welt und Wasserfeen legen Tautropfen in Spinnennetze. Tinkerbell, eine kleine blonde Fee, besitzt die Gabe, Dinge reparieren und Sachen erfinden zu können. Viel lieber aber wäre sie eine Naturfee und so versucht sie, ihre Gabe zu wechseln. Damit sorgt sie allerdings für viel Wirbel und große Aufregung im Tal der Feen.",ca. 54 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001490-50004786-b-GJbKcPCF.png"
44,Eine Woche voller Samstage,Das Sams,"Das Leben des braven Herrn Taschenbiers ändert sich gewaltig, als ihm eines Samstags ein Sams über den Weg läuft. Das Sams ist frech, furcht- und respektlos und immer hungrig. Und es hat Wunschpunkte, die Wünsche erfüllen. Das sorgt für Turbulenzen! Klar, dass Herr Taschenbier das Sams zuerst wieder loswerden will. Doch je länger es bei ihm bleibt, desto lieber gewinnt er es ...",ca. 95 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0007-98-0059-b-GrtvZ5U-.png"
45,Best of Yakari,Yakari,"Der Sohn des Adlers:Seit Tagen regnet es in Strömen. Die Sioux sitzen in ihren Tipis und warten das Ende des Unwetters ab. Der Schamane erzählt die Legende, wie die Sioux im Kampf gegen den Dämon des Wassers auf die Welt gekommen sind. Plötzlich bricht Yakari zusammen, er hat hohes Fieber und fängt an zu fantasieren.Yakari und der Riesenvielfraß:Es ist tiefer Winter, die Nahrungsvorräte sind knapp und der Stamm der Sioux ist froh, als Yakaris Vater, Kühner Blick, mit einem erlegten Wapiti nach Hause zurückkehrt. Doch Kühner Blick berichtet, diese Jagd sei keine Heldentat gewesen. Das Tier sei in Panik direkt auf ihn zugerannt, so als würde es verfolgt. Am nächsten Morgen sind die neuen Fleischvorräte gestohlen ...Yakari und die Pferdediebe:Yakari, Kleiner Dachs und Regenbogen sind mit ihren Ponys unterwegs, als plötzlich zwei Irokesen auftauchen und behaupten, Großer Grauer, das Pony von Regenbogen, gehöre ihnen. Das stimmt natürlich überhaupt nicht. Es war Kleiner Donner, der das verletzte Pony vor einiger Zeit zu den Sioux gebracht hat. Dort wurde Großer Grauer gesund gepflegt und ist beim Stamm geblieben.Yakari und Großer Adler:Yakari und sein Freund Kleiner Dachs würden zu gerne mit den Jägern ihres Sioux-Stammes losziehen, um Wildpferde zu fangen, besonders wo sie es heute auf das wildeste und schönste von allen abgesehen haben: Kleiner Donner. Fast gelingt es Spitzer Pfeil auch, Kleiner Donner mit seinem Lasso zu fangen, aber das Pferd ist zu schlau und entwischt.",ca. 45 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0084-98-0263-b-vWGFGbgO.png"
46,Das große Ereignis/Freunde fürs Leben,Tabaluga,"Das große EreignisArktos, der Schneemann und Herrscher von Eisland, bedeckt Grünlands Wiesen mit einer Schneedecke. Nur ein einzelner Baum bleibt frei. Darüber ärgert sich Arktos so sehr, dass er den Baum mit den Wurzeln ausreißt und ein Krater zurückbleibt. Die Tiere von Grünland entdecken in dem Krater ein Ei ... Freunde fürs Leben Tabaluga landet bei seinen Flugübungen in Eisland. Dort lernt er den frechen, jungen Schneehasen Happy kennen. Zusammen wollen sie nach Grünland, doch auf ihrem Weg geraten sie in Schwierigkeiten ... ",ca. 55 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0165-98-0509-b-adAQGTCx.png"
47,Die Eiskönigin,Disney,"Das Hörspiel zum beliebten Film über die zwei Schwestern Anna und ElsaPrinzessin Elsa und ihre Schwester Anna lieben es gemeinsam zu spielen, denn Elsa kann Eis und Schnee entstehen lassen. Doch diese besondere Gabe wird ihr zum Verhängnis und um niemanden mehr in Gefahr zu bringen, schließt Elsa sich im Schloss ein.Als Elsa Jahre später zur Königin von Arendelle wird, sehen sich die beiden Schwestern endlich wieder. Doch es kommt zur Katastrophe und das Königreich versinkt im ewigen Winter. Ob die beiden es schaffen, sich selbst und das Königreich zu retten?",ca. 71 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000141-50000861-b-Lnlgh2mc.png"
48,Wunderbare Pferde/Reitervolk Mongolen,WAS IST WAS,"Wunderbare PferdePferde sind heute für viele Menschen beste Freunde, früher dienten sie auch als Arbeitstiere. Kommt mit auf eine Cattle Ranch in die USA, wo Cowboys auf Quarter Horses die Rinderherden treiben. Erfahrt alles über Pferde und wie man sie reitet.Reitervolk MongolenDschingis Khan begründete das größte Weltreich aller Zeiten. Was aber machte das Reitvolk so erfolgreich? Viele Mongolen leben auch heute noch als Nomaden und nennen ein Ger ihr Zuhause. Beim Nadaam-Fest lernen wir die besten Bogenschützen und Ringer kennen. Erfahrt auch, warum Kinder die Rennpferde reiten.",ca. 79 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0039-98-0115-b-yyDNlYBB.png"
49,Am Samstag kam das Sams zurück,Das Sams,"Weil am Sonntag die Sonne scheint, am Montag Herr Mon zu Besuch kommt, am Dienstag Dienst ist und am Mittwoch Wochenmitte, weil es am Donnerstag donnert und am Freitag frei gibt – deswegen, aber auch nur deswegen kommt am Samstag das Sams zurück, jenes kleine rüsselnasige Wesen mit den roten Stachelhaaren, das der brave Herr Taschenbier schon beim ersten Besuch so lieb gewonnen hatte.",ca. 55 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0008-98-0060-b-ky7cu1SZ.png"
50,"Vom kleinen Maulwurf, der wissen wollte, wer ihm auf den Kopf gemacht hat/Die Rache des Hans-Heinerich",Maulwurf,"Nicht nur für prominente Sprecher wie Ben Becker oder Dirk Bach (†) war das ein Haufen Arbeit ... Nichts ist ärgerlicher, als wenn man sich gerade aus der Erde gräbt und plötzlich einen Haufen auf dem Kopf hat. Der kleine Maulwurf ist im wahrsten Sinne des Wortes stinksauer und macht sich auf die Suche nach dem Übeltäter. Seine Reise führt ihn zu den unterschiedlichsten Tieren, die ihm den Beweis ihrer Unschuld vorlegen. Am Ende rächt sich der kleine Maulwurf an Metzgershund Hans-Heinerich, der sich wiederum auf die Suche nach dem Übeltäter macht. Die Fortsetzung „Die Rache des Hans-Heinerich“ wurde von Werner Holzwarth für dieses Hörspiel geschrieben. Beide vielfach ausgezeichneten Musicals findet ihr zusammen auf diesem Tonie.",ca. 72 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0122-98-0344-b-yR9lvmFr.png"
51,Käpt’n Sharky und das Geheimnis der Schatzinsel,Käpt'n Sharky,"Als Käpt’n Sharky, der Schrecken der Meere, Michis Boot entert und den Jungen mit auf sein Piratenschiff nimmt, ist Michi begeistert. Gemeinsam entdecken sie in einer Flaschenpost eine alte Schatzkarte und begeben sich sogleich auf große Schatzsuche ...",ca. 41 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0050-98-0126-b-k9784EEf.png"
52,Briefe von Felix,Felix,"Ein kleiner Hase auf WeltreiseSophie ist untröstlich: Ihr geliebter Felix ist auf dem Flughafen verschwunden. Doch dann bekommt sie auf einmal Post aus London – ein Brief von Felix! Weitere Briefe ihres geliebten Kuschelhasen folgen aus Paris, Rom, Kairo, von einer Safari in Kenia und aus New York ... ",ca. 53 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0151-b-LXbaVLSo.png"
53,Hörspiel zur TV-Serie 04,Der kleine Drache Kokosnuss,"Die beliebte Drachenbande rund um Kokosnuss bekommt Zuwachs: als Vierte im Bunde kommt das Feuerdrachen-Mädchen Ananas hinzu. In der Drachenschule wetteifert sie gemeinsam mit dem Stachelschwein Matilda um die Hauptrolle in einem Theaterstück. Warum die Feuerdrachen plötzlich nicht mehr fliegen können, wie das Höhlenungeheuer Balduin seine Zahnschmerzen loswird und warum die Freunde eine pikante Feuergrassuppe zubereiten wollen, erfahrt ihr in 3 weiteren Geschichten.Das Hörspiel, welches auf der TV-Serie basiert, wird von Martin Baltscheit erzählt und ist eine tolle Reihe für kleine Hörer und Hörerinnen ab 5 Jahren.",ca. 68 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/01-0168-98-0512-b-wi8JnOEj.png"
